Year,Week,Month,Country,Province,Policy,Population,Cases,AT,TP,AH,RH
2010,1,1,Malaysia,JOHOR,0,3362900,46,25.53653396,0.323159943,30.63698252,91.86766023
2010,2,1,Malaysia,JOHOR,0,3362900,49,24.78662206,8.41E-04,29.24820201,89.02973137
2010,3,1,Malaysia,JOHOR,0,3362900,71,25.37713227,0.027347075,29.35377739,86.76755412
2010,4,1,Malaysia,JOHOR,0,3362900,79,25.6418433,0.010170069,30.29017892,89.70871535
2010,5,2,Malaysia,JOHOR,0,3362900,75,25.69291911,2.40E-04,30.06577496,88.43929283
2010,6,2,Malaysia,JOHOR,0,3362900,54,26.07376052,0.02122101,30.56441657,88.91324447
2010,7,2,Malaysia,JOHOR,0,3362900,59,26.45882509,0.020580376,30.15952698,85.29063007
2010,8,2,Malaysia,JOHOR,0,3362900,50,26.38052341,5.21E-04,30.22036161,85.9007569
2010,9,3,Malaysia,JOHOR,0,3362900,45,27.08650935,0.008488404,31.13406222,86.76035287
2010,10,3,Malaysia,JOHOR,0,3362900,59,26.64778887,0.011731615,29.76296042,82.71744552
2010,11,3,Malaysia,JOHOR,0,3362900,53,25.95929886,0.211129028,30.56089635,89.44463822
2010,12,3,Malaysia,JOHOR,0,3362900,51,26.26758928,0.141379973,31.15264408,90.75773336
2010,13,3,Malaysia,JOHOR,0,3362900,66,26.18609134,0.114393255,30.9205188,90.0383202
2010,14,4,Malaysia,JOHOR,0,3362900,55,26.82608565,0.138737356,31.46768177,89.55968346
2010,15,4,Malaysia,JOHOR,0,3362900,79,26.97140587,0.341978575,31.41142852,88.63171702
2010,16,4,Malaysia,JOHOR,0,3362900,50,26.45879942,0.020580376,31.40722222,90.99386941
2010,17,4,Malaysia,JOHOR,0,3362900,62,26.46688631,0.002802775,31.33187616,90.6072149
2010,18,5,Malaysia,JOHOR,0,3362900,88,27.61407014,0.048287807,31.81381997,87.41296489
2010,19,5,Malaysia,JOHOR,0,3362900,53,26.88857296,0.116995831,31.81873368,90.87140717
2010,20,5,Malaysia,JOHOR,0,3362900,61,26.71910758,0.579133369,31.78983195,91.57238617
2010,21,5,Malaysia,JOHOR,0,3362900,90,27.56729452,0.01449435,31.89153113,88.01553619
2010,22,5,Malaysia,JOHOR,0,3362900,96,27.22849212,0.41060652,31.51915438,87.87074327
2010,23,6,Malaysia,JOHOR,0,3362900,91,27.01258486,0.124122887,31.40289859,88.33554814
2010,24,6,Malaysia,JOHOR,0,3362900,113,26.80803776,0.204082051,31.06850149,87.78574345
2010,25,6,Malaysia,JOHOR,0,3362900,79,26.58068048,0.405161128,31.01758531,88.62280159
2010,26,6,Malaysia,JOHOR,0,3362900,144,26.47950444,0.650924446,30.98490376,88.93347535
2010,27,7,Malaysia,JOHOR,0,3362900,129,26.09073016,0.217094934,29.98476271,86.22982523
2010,28,7,Malaysia,JOHOR,0,3362900,131,26.4129095,0.05693637,31.18034175,90.1473095
2010,29,7,Malaysia,JOHOR,0,3362900,105,26.16403851,0.338575205,30.47834632,88.10577532
2010,30,7,Malaysia,JOHOR,0,3362900,101,26.44489766,0.158717137,30.56060124,87.190899
2010,31,8,Malaysia,JOHOR,0,3362900,81,26.36695539,0.016976808,30.22210232,85.99008337
2010,32,8,Malaysia,JOHOR,0,3362900,77,26.78215969,0.09933835,31.19188911,88.45456206
2010,33,8,Malaysia,JOHOR,0,3362900,87,25.77392926,0.403759741,30.64519116,90.7531319
2010,34,8,Malaysia,JOHOR,0,3362900,121,26.44245875,0.029148859,30.5990068,87.36437026
2010,35,8,Malaysia,JOHOR,0,3362900,149,26.20874749,0.033192862,30.82754513,89.4809113
2010,36,9,Malaysia,JOHOR,0,3362900,114,26.4819305,0.016336174,30.83969816,88.26254582
2010,37,9,Malaysia,JOHOR,0,3362900,107,26.19657863,0.194472537,30.72581288,89.10184009
2010,38,9,Malaysia,JOHOR,0,3362900,137,26.16777388,0.206644588,30.89236669,90.0335341
2010,39,9,Malaysia,JOHOR,0,3362900,118,25.86982956,0.196274321,30.76835068,90.84521347
2010,40,10,Malaysia,JOHOR,0,3362900,151,26.23296966,0.169808118,30.97112971,90.0453955
2010,41,10,Malaysia,JOHOR,0,3362900,135,27.03893787,0.008488404,31.06204944,86.66127784
2010,42,10,Malaysia,JOHOR,0,3362900,142,26.87445299,0.017016847,30.93003317,86.86204917
2010,43,10,Malaysia,JOHOR,0,3362900,123,25.47463712,0.342579169,30.12707275,89.76481985
2010,44,11,Malaysia,JOHOR,0,3362900,77,26.02915423,0.355712172,30.48841976,88.79897153
2010,45,11,Malaysia,JOHOR,0,3362900,86,25.76136248,0.385221387,30.67444203,90.93426768
2010,46,11,Malaysia,JOHOR,0,3362900,72,25.31621099,0.204882844,30.54020218,92.49547405
2010,47,11,Malaysia,JOHOR,0,3362900,70,25.33071606,0.060579977,30.22796068,90.93748313
2010,48,11,Malaysia,JOHOR,0,3362900,56,25.3827931,0.158156582,30.54030982,92.17154075
2010,49,12,Malaysia,JOHOR,0,3362900,65,25.30834232,0.22874647,30.33632733,91.55597545
2010,50,12,Malaysia,JOHOR,0,3362900,58,25.53501927,0.032111792,30.41265057,90.81904969
2010,51,12,Malaysia,JOHOR,0,3362900,45,24.76591704,0.374210486,29.76665972,91.54847508
2010,52,12,Malaysia,JOHOR,0,3362900,51,24.70432827,0.142020607,29.24250336,89.45765309
2010,1,1,Malaysia,KEDAH,0,1949300,7,26.00901779,0.618922838,30.55824411,89.19824258
2010,2,1,Malaysia,KEDAH,0,1949300,5,26.15119253,0.015045471,28.93988279,81.43452235
2010,3,1,Malaysia,KEDAH,0,1949300,11,26.52285711,0.004298706,28.2458706,76.93052308
2010,4,1,Malaysia,KEDAH,0,1949300,11,27.03439484,0.02667014,29.36885175,79.43420432
2010,5,2,Malaysia,KEDAH,0,1949300,15,27.52722843,0.029546035,29.10105942,76.26107439
2010,6,2,Malaysia,KEDAH,0,1949300,7,27.59993274,0.159839207,30.03768944,79.73175631
2010,7,2,Malaysia,KEDAH,0,1949300,9,28.11643784,0.091241547,28.39331919,71.25114173
2010,8,2,Malaysia,KEDAH,0,1949300,4,27.79232022,0.084006401,29.0406456,75.40506238
2010,9,3,Malaysia,KEDAH,0,1949300,14,28.03917403,0.198224834,30.99695139,82.00196365
2010,10,3,Malaysia,KEDAH,0,1949300,9,28.53531435,0.055792359,29.52253536,73.9302306
2010,11,3,Malaysia,KEDAH,0,1949300,12,27.97108748,0.010413767,29.11197408,74.72196462
2010,12,3,Malaysia,KEDAH,0,1949300,15,27.87635773,0.021947618,30.55990004,80.92671555
2010,13,3,Malaysia,KEDAH,0,1949300,12,27.19964384,0.585441367,30.25077132,82.47381261
2010,14,4,Malaysia,KEDAH,0,1949300,24,27.33127201,0.065721765,31.5302752,87.4278235
2010,15,4,Malaysia,KEDAH,0,1949300,21,27.86958404,0.143613105,31.183567,83.85367562
2010,16,4,Malaysia,KEDAH,0,1949300,18,27.05982897,0.103925757,31.3807785,88.01825689
2010,17,4,Malaysia,KEDAH,0,1949300,18,26.94582697,0.069566382,31.23450012,87.93026416
2010,18,5,Malaysia,KEDAH,0,1949300,23,27.37124409,0.380344658,31.58809205,87.51746139
2010,19,5,Malaysia,KEDAH,0,1949300,21,27.50534867,0.406227711,32.01975227,88.91025845
2010,20,5,Malaysia,KEDAH,0,1949300,19,27.54616564,0.442252078,32.04481514,88.83361653
2010,21,5,Malaysia,KEDAH,0,1949300,33,28.43335933,0.041685339,31.52601439,82.53885787
2010,22,5,Malaysia,KEDAH,0,1949300,25,27.36680113,0.113885435,31.55232591,87.39661735
2010,23,6,Malaysia,KEDAH,0,1949300,17,27.26500635,0.530315005,31.46030992,87.57899047
2010,24,6,Malaysia,KEDAH,0,1949300,14,26.72831127,0.177760572,30.96782341,87.82338491
2010,25,6,Malaysia,KEDAH,0,1949300,18,27.47499086,0.199405465,31.13560684,85.08023544
2010,26,6,Malaysia,KEDAH,0,1949300,22,26.85157793,0.072745003,30.52290778,85.1488793
2010,27,7,Malaysia,KEDAH,0,1949300,19,26.78213664,0.270879019,30.77609227,86.58204007
2010,28,7,Malaysia,KEDAH,0,1949300,20,26.1978072,0.842425274,30.79961334,89.4080437
2010,29,7,Malaysia,KEDAH,0,1949300,16,26.91188566,0.07565117,30.86254355,86.37921311
2010,30,7,Malaysia,KEDAH,0,1949300,21,26.23811432,0.161837197,30.50643185,87.94062662
2010,31,8,Malaysia,KEDAH,0,1949300,14,26.7259077,0.056609719,30.78941,86.89987518
2010,32,8,Malaysia,KEDAH,0,1949300,7,26.64121467,0.158416396,31.21594407,89.22975053
2010,33,8,Malaysia,KEDAH,0,1949300,25,26.51687004,0.221928262,30.7809254,87.85968925
2010,34,8,Malaysia,KEDAH,0,1949300,26,27.39560026,0.040504708,31.15317464,85.45998723
2010,35,8,Malaysia,KEDAH,0,1949300,13,26.92576809,0.324552298,30.7598825,85.87273219
2010,36,9,Malaysia,KEDAH,0,1949300,6,26.27505645,0.131776528,30.35341949,87.04218519
2010,37,9,Malaysia,KEDAH,0,1949300,14,26.47024081,0.078890336,30.49267827,86.72213007
2010,38,9,Malaysia,KEDAH,0,1949300,14,26.23952733,0.254925371,30.73195313,88.90525916
2010,39,9,Malaysia,KEDAH,0,1949300,11,26.01729189,0.231131126,30.57623797,89.26434412
2010,40,10,Malaysia,KEDAH,0,1949300,13,26.59573624,0.397902753,30.94010265,88.26495636
2010,41,10,Malaysia,KEDAH,0,1949300,20,26.8538941,0.199133012,30.5922228,85.59229358
2010,42,10,Malaysia,KEDAH,0,1949300,14,26.99251447,0.040020347,30.82119795,85.79010468
2010,43,10,Malaysia,KEDAH,0,1949300,17,26.53770097,0.208245057,30.44630979,86.26008811
2010,44,11,Malaysia,KEDAH,0,1949300,6,25.45361858,0.754089894,30.27805577,90.58409374
2010,45,11,Malaysia,KEDAH,0,1949300,11,25.42515449,0.257074724,30.3844581,91.21513419
2010,46,11,Malaysia,KEDAH,0,1949300,10,26.27295879,0.18160519,30.53892345,87.84504311
2010,47,11,Malaysia,KEDAH,0,1949300,10,26.05787579,0.088214289,30.49525048,88.65903422
2010,48,11,Malaysia,KEDAH,0,1949300,18,25.84828458,0.154783686,30.28255282,88.70086109
2010,49,12,Malaysia,KEDAH,0,1949300,22,25.66606493,0.46483542,30.10912262,88.81041352
2010,50,12,Malaysia,KEDAH,0,1949300,13,25.68613837,0.095873251,30.06932066,88.47047572
2010,51,12,Malaysia,KEDAH,0,1949300,9,25.09302498,0.210243048,29.71999282,89.74076583
2010,52,12,Malaysia,KEDAH,0,1949300,9,25.58055615,0.114823885,29.27625771,85.54336947
2010,1,1,Malaysia,KELANTAN,0,1589900,17,25.66679923,0.409624591,30.50076344,90.57021963
2010,2,1,Malaysia,KELANTAN,0,1589900,16,25.35807626,0.039610534,28.97594404,85.07352238
2010,3,1,Malaysia,KELANTAN,0,1589900,23,25.69637481,0.130226808,29.12694274,84.2226211
2010,4,1,Malaysia,KELANTAN,0,1589900,13,25.78829804,0.258415682,30.10063422,88.16443589
2010,5,2,Malaysia,KELANTAN,0,1589900,18,25.96360958,0.054708463,29.73519211,85.65601858
2010,6,2,Malaysia,KELANTAN,0,1589900,20,26.33888173,0.044691016,30.16804284,85.85698278
2010,7,2,Malaysia,KELANTAN,0,1589900,18,26.13710869,0.040615149,29.88135892,85.51148298
2010,8,2,Malaysia,KELANTAN,0,1589900,18,26.57087295,0.00585547,29.87109732,83.50897073
2010,9,3,Malaysia,KELANTAN,0,1589900,28,27.04589474,5.74E-05,30.11614257,82.44454637
2010,10,3,Malaysia,KELANTAN,0,1589900,27,26.89645153,0.05861211,30.27555606,83.8230295
2010,11,3,Malaysia,KELANTAN,0,1589900,23,26.30059,0.111397452,30.29132673,86.67641785
2010,12,3,Malaysia,KELANTAN,0,1589900,35,27.42869672,0.024541309,30.85760681,83.98095312
2010,13,3,Malaysia,KELANTAN,0,1589900,21,27.01121139,0.199774869,30.83590258,85.80002397
2010,14,4,Malaysia,KELANTAN,0,1589900,21,27.72445257,0.019317311,31.62729461,86.06810697
2010,15,4,Malaysia,KELANTAN,0,1589900,38,27.77516769,0.05215387,30.84668553,82.40367393
2010,16,4,Malaysia,KELANTAN,0,1589900,29,28.28691593,0.224316178,31.37981084,82.48858282
2010,17,4,Malaysia,KELANTAN,0,1589900,31,27.65726079,0.180400151,31.6018232,86.25975036
2010,18,5,Malaysia,KELANTAN,0,1589900,35,28.17704964,0.061195405,31.30710625,82.67278174
2010,19,5,Malaysia,KELANTAN,0,1589900,32,28.5246575,0.210194162,31.73872014,83.03301515
2010,20,5,Malaysia,KELANTAN,0,1589900,32,27.93803937,0.213925589,32.03935754,87.01243657
2010,21,5,Malaysia,KELANTAN,0,1589900,45,28.14127883,1.190985437,31.9728749,85.77772342
2010,22,5,Malaysia,KELANTAN,0,1589900,33,27.98316891,0.041045699,31.45954782,84.17484918
2010,23,6,Malaysia,KELANTAN,0,1589900,32,27.86320243,0.109129893,31.94650515,86.87799475
2010,24,6,Malaysia,KELANTAN,0,1589900,40,27.36868877,0.003071252,31.23300664,85.93179438
2010,25,6,Malaysia,KELANTAN,0,1589900,64,27.78895865,0.246733445,31.20856718,83.93741166
2010,26,6,Malaysia,KELANTAN,0,1589900,67,27.09313329,0.132379554,31.07878515,86.50279318
2010,27,7,Malaysia,KELANTAN,0,1589900,81,27.57894728,0.021986717,30.62724956,82.47053776
2010,28,7,Malaysia,KELANTAN,0,1589900,89,27.12333499,0.068342523,30.87564556,85.47223963
2010,29,7,Malaysia,KELANTAN,0,1589900,131,27.03332305,0.480579114,31.02551571,86.58284962
2010,30,7,Malaysia,KELANTAN,0,1589900,176,26.51676364,0.335082158,30.70028981,87.47514436
2010,31,8,Malaysia,KELANTAN,0,1589900,146,26.63773519,5.74E-05,30.96749039,88.10078996
2010,32,8,Malaysia,KELANTAN,0,1589900,154,27.5044234,0.007032305,31.51234151,86.56584921
2010,33,8,Malaysia,KELANTAN,0,1589900,200,26.65968209,0.160164335,30.85743845,87.54995866
2010,34,8,Malaysia,KELANTAN,0,1589900,257,27.04207215,0.016188653,31.1111236,86.86989531
2010,35,8,Malaysia,KELANTAN,0,1589900,307,27.02961581,0.141995155,30.96045721,86.28857383
2010,36,9,Malaysia,KELANTAN,0,1589900,214,26.42655398,0.194206432,30.74053947,88.07207675
2010,37,9,Malaysia,KELANTAN,0,1589900,169,25.99069719,0.720682099,30.46447771,88.84220666
2010,38,9,Malaysia,KELANTAN,0,1589900,163,26.64394689,0.071040632,30.90143139,87.77603588
2010,39,9,Malaysia,KELANTAN,0,1589900,132,26.27727554,0.218116269,30.83298892,89.18546943
2010,40,10,Malaysia,KELANTAN,0,1589900,101,26.81273368,0.128820347,31.18194964,88.2633646
2010,41,10,Malaysia,KELANTAN,0,1589900,98,27.45354351,0.016418279,30.4642502,82.35763749
2010,42,10,Malaysia,KELANTAN,0,1589900,64,26.89844521,0.343894067,30.79620976,86.1368538
2010,43,10,Malaysia,KELANTAN,0,1589900,54,26.56184375,0.188006522,30.68996498,87.22553392
2010,44,11,Malaysia,KELANTAN,0,1589900,38,25.95958928,2.149072413,30.61328171,89.70557613
2010,45,11,Malaysia,KELANTAN,0,1589900,36,25.33331185,0.541631003,30.38776039,91.67701593
2010,46,11,Malaysia,KELANTAN,0,1589900,29,26.02549587,0.658510782,30.70102483,89.78013105
2010,47,11,Malaysia,KELANTAN,0,1589900,28,25.72952583,0.532991314,30.26902759,89.23640725
2010,48,11,Malaysia,KELANTAN,0,1589900,44,25.63961276,0.815460349,30.41073099,90.3381024
2010,49,12,Malaysia,KELANTAN,0,1589900,20,25.28913796,0.737588335,30.01043701,90.12580859
2010,50,12,Malaysia,KELANTAN,0,1589900,28,26.04968359,0.130571247,30.20071653,87.37783035
2010,51,12,Malaysia,KELANTAN,0,1589900,22,24.8693459,0.962478579,29.56806984,90.11259456
2010,52,12,Malaysia,KELANTAN,0,1589900,21,25.32266794,0.565052884,28.9781089,85.47519844
2010,1,1,Malaysia,MELAKA,0,823600,8,25.85185401,0.463029665,29.92530969,87.0335105
2010,2,1,Malaysia,MELAKA,0,823600,7,26.25325954,0.01574202,28.82341106,80.47952164
2010,3,1,Malaysia,MELAKA,0,823600,14,26.17237468,0.228259284,29.02960782,81.76542549
2010,4,1,Malaysia,MELAKA,0,823600,16,26.55591377,0.053901994,29.64572617,82.61843989
2010,5,2,Malaysia,MELAKA,0,823600,9,27.01458521,0.049863465,29.29790142,79.14507147
2010,6,2,Malaysia,MELAKA,0,823600,7,27.14913419,0.025838341,29.92881508,81.25387405
2010,7,2,Malaysia,MELAKA,0,823600,6,27.55554077,0.09189713,29.08405739,76.13439698
2010,8,2,Malaysia,MELAKA,0,823600,7,27.36480123,0.243259533,30.06853927,81.09501149
2010,9,3,Malaysia,MELAKA,0,823600,4,27.50822513,0.253273436,31.40657217,86.07194501
2010,10,3,Malaysia,MELAKA,0,823600,10,27.37789984,0.233863773,30.1678122,81.30813922
2010,11,3,Malaysia,MELAKA,0,823600,11,27.01740964,0.096059287,30.03994976,82.45283778
2010,12,3,Malaysia,MELAKA,0,823600,6,27.26038812,0.073764961,30.69256653,84.03980318
2010,13,3,Malaysia,MELAKA,0,823600,11,26.82845804,0.281872812,30.2651362,84.1328968
2010,14,4,Malaysia,MELAKA,0,823600,12,27.31767994,0.251542638,31.09253249,85.54357446
2010,15,4,Malaysia,MELAKA,0,823600,11,27.41106743,0.666851731,31.24853891,85.83102403
2010,16,4,Malaysia,MELAKA,0,823600,18,27.42421785,0.311584843,31.30363256,85.9920538
2010,17,4,Malaysia,MELAKA,0,823600,16,27.28144176,0.403028669,31.17558968,86.07631418
2010,18,5,Malaysia,MELAKA,0,823600,10,27.92167982,0.190511405,31.54561492,84.84174744
2010,19,5,Malaysia,MELAKA,0,823600,15,28.03850487,0.127831793,31.5062663,84.15789659
2010,20,5,Malaysia,MELAKA,0,823600,18,27.70776185,0.033297256,31.49497169,85.57019345
2010,21,5,Malaysia,MELAKA,0,823600,17,28.5643925,0.179384846,31.45774213,81.66274184
2010,22,5,Malaysia,MELAKA,0,823600,14,27.98688782,0.105496257,31.23094785,83.17869657
2010,23,6,Malaysia,MELAKA,0,823600,13,27.33403052,0.573100174,30.99303229,85.04087126
2010,24,6,Malaysia,MELAKA,0,823600,13,27.62550364,0.250059097,30.66608413,82.30231645
2010,25,6,Malaysia,MELAKA,0,823600,31,27.38278428,0.601781969,30.71847003,83.61714674
2010,26,6,Malaysia,MELAKA,0,823600,25,27.14195651,0.276968884,30.39778753,83.37618367
2010,27,7,Malaysia,MELAKA,0,823600,20,27.1107453,0.152433849,29.85197585,81.19003568
2010,28,7,Malaysia,MELAKA,0,823600,26,27.30438699,0.209426554,30.27253538,82.02092447
2010,29,7,Malaysia,MELAKA,0,823600,18,27.07274509,0.194467514,30.17401294,82.60501371
2010,30,7,Malaysia,MELAKA,0,823600,16,27.30810539,0.195662589,30.10774576,81.31117247
2010,31,8,Malaysia,MELAKA,0,823600,71,27.2955639,0.109328738,30.11050263,81.33500301
2010,32,8,Malaysia,MELAKA,0,823600,80,27.46055968,0.379250802,30.9595848,84.27226164
2010,33,8,Malaysia,MELAKA,0,823600,98,26.09980763,0.601493503,30.15442879,86.92548076
2010,34,8,Malaysia,MELAKA,0,823600,84,27.49427142,0.033420885,30.26216982,81.17782167
2010,35,8,Malaysia,MELAKA,0,823600,43,27.28585979,0.182351929,30.20957043,81.88159216
2010,36,9,Malaysia,MELAKA,0,823600,36,27.48261095,0.005439651,29.85684166,79.49273325
2010,37,9,Malaysia,MELAKA,0,823600,46,27.15681715,0.437644629,30.28067496,82.75375069
2010,38,9,Malaysia,MELAKA,0,823600,62,26.44129125,0.541039202,30.09057816,85.13343782
2010,39,9,Malaysia,MELAKA,0,823600,63,26.61628914,0.395610964,30.19702536,84.72861813
2010,40,10,Malaysia,MELAKA,0,823600,66,26.97855433,0.303054482,30.93605283,86.37970324
2010,41,10,Malaysia,MELAKA,0,823600,61,28.19645255,0.118559661,30.44665846,78.92550742
2010,42,10,Malaysia,MELAKA,0,823600,53,28.34055016,8.24E-04,29.7778173,75.68097166
2010,43,10,Malaysia,MELAKA,0,823600,53,27.01738372,0.103806668,29.71327568,80.89127063
2010,44,11,Malaysia,MELAKA,0,823600,42,26.82082691,0.437314953,30.1155175,83.6281569
2010,45,11,Malaysia,MELAKA,0,823600,39,26.39266705,0.840838136,30.11726277,85.41540305
2010,46,11,Malaysia,MELAKA,0,823600,40,26.10860482,0.119919573,29.94166557,85.90400158
2010,47,11,Malaysia,MELAKA,0,823600,32,26.24999461,0.529335711,29.80953323,84.77724854
2010,48,11,Malaysia,MELAKA,0,823600,31,26.00473586,0.272477051,30.13762863,87.28083565
2010,49,12,Malaysia,MELAKA,0,823600,28,26.42477224,0.197640644,29.97039525,84.58185579
2010,50,12,Malaysia,MELAKA,0,823600,17,26.54900817,0.415886026,30.08157977,84.55714723
2010,51,12,Malaysia,MELAKA,0,823600,23,25.36422572,0.153464086,29.16191096,85.87263144
2010,52,12,Malaysia,MELAKA,0,823600,8,25.6475365,0.318837711,28.78089645,82.98330382
2010,1,1,Malaysia,NEGERI SEMBILAN,0,1029500,20,24.88657396,0.693363359,29.80248693,91.12986612
2010,2,1,Malaysia,NEGERI SEMBILAN,0,1029500,25,24.40942811,0.019206593,28.90835863,89.34769678
2010,3,1,Malaysia,NEGERI SEMBILAN,0,1029500,29,24.71438813,0.094160456,28.90670152,87.88851365
2010,4,1,Malaysia,NEGERI SEMBILAN,0,1029500,70,25.0291625,0.001123505,29.6599139,89.74835995
2010,5,2,Malaysia,NEGERI SEMBILAN,0,1029500,112,25.43992126,0.119011327,29.71797705,88.05031392
2010,6,2,Malaysia,NEGERI SEMBILAN,0,1029500,92,25.97617756,0.042184954,29.90505954,86.43492616
2010,7,2,Malaysia,NEGERI SEMBILAN,0,1029500,62,26.26900985,0.016157078,29.09984272,81.59096532
2010,8,2,Malaysia,NEGERI SEMBILAN,0,1029500,50,26.48228978,0.309204748,29.50938265,82.53179015
2010,9,3,Malaysia,NEGERI SEMBILAN,0,1029500,31,26.55235025,0.246368693,31.10510155,89.13704071
2010,10,3,Malaysia,NEGERI SEMBILAN,0,1029500,32,26.01769228,0.251424468,29.86161631,86.13571125
2010,11,3,Malaysia,NEGERI SEMBILAN,0,1029500,25,25.70150183,0.108257774,29.63685164,86.88668466
2010,12,3,Malaysia,NEGERI SEMBILAN,0,1029500,20,25.69230438,0.272771071,30.49345418,90.46893538
2010,13,3,Malaysia,NEGERI SEMBILAN,0,1029500,23,25.31122704,0.165342551,29.89138249,89.53633358
2010,14,4,Malaysia,NEGERI SEMBILAN,0,1029500,24,25.88926445,0.055426268,30.79269088,90.8824024
2010,15,4,Malaysia,NEGERI SEMBILAN,0,1029500,25,26.48512192,0.285637884,31.19528209,89.89320498
2010,16,4,Malaysia,NEGERI SEMBILAN,0,1029500,37,25.71968643,0.34689568,30.85092052,91.97517726
2010,17,4,Malaysia,NEGERI SEMBILAN,0,1029500,51,25.787083,0.128373872,31.01083195,92.43676155
2010,18,5,Malaysia,NEGERI SEMBILAN,0,1029500,42,26.49004312,0.047053478,31.24791468,90.14646368
2010,19,5,Malaysia,NEGERI SEMBILAN,0,1029500,51,26.16057525,0.021747855,31.3622735,92.25144627
2010,20,5,Malaysia,NEGERI SEMBILAN,0,1029500,56,26.03833046,0.066795074,31.33511556,92.76120732
2010,21,5,Malaysia,NEGERI SEMBILAN,0,1029500,40,26.55014903,0.022202608,31.32638052,90.20709912
2010,22,5,Malaysia,NEGERI SEMBILAN,0,1029500,50,26.29252223,0.030521898,30.9900357,89.85948813
2010,23,6,Malaysia,NEGERI SEMBILAN,0,1029500,70,25.9943902,0.152502489,30.80531887,90.42334431
2010,24,6,Malaysia,NEGERI SEMBILAN,0,1029500,65,25.49075961,0.026295377,30.03928964,89.2990835
2010,25,6,Malaysia,NEGERI SEMBILAN,0,1029500,35,26.05270148,0.036380176,30.52425427,88.83956805
2010,26,6,Malaysia,NEGERI SEMBILAN,0,1029500,36,25.26043074,0.252922475,30.08947882,90.6486986
2010,27,7,Malaysia,NEGERI SEMBILAN,0,1029500,29,25.17925202,0.042104704,29.80764443,89.76021889
2010,28,7,Malaysia,NEGERI SEMBILAN,0,1029500,36,25.47873002,0.039670442,30.14127358,89.80478189
2010,29,7,Malaysia,NEGERI SEMBILAN,0,1029500,28,24.78407004,0.028542388,29.77583276,91.52216635
2010,30,7,Malaysia,NEGERI SEMBILAN,0,1029500,15,25.58699636,0.084450159,29.85397901,88.02630071
2010,31,8,Malaysia,NEGERI SEMBILAN,0,1029500,19,25.4372854,0.143113193,29.72099205,88.1183252
2010,32,8,Malaysia,NEGERI SEMBILAN,0,1029500,16,25.84587098,0.064280561,30.55488501,89.98336135
2010,33,8,Malaysia,NEGERI SEMBILAN,0,1029500,12,24.83331006,0.282989621,29.96903921,92.18340751
2010,34,8,Malaysia,NEGERI SEMBILAN,0,1029500,13,25.26103363,0.029237892,29.80483242,89.30752602
2010,35,8,Malaysia,NEGERI SEMBILAN,0,1029500,9,25.27731143,0.380199592,29.61560766,88.36708369
2010,36,9,Malaysia,NEGERI SEMBILAN,0,1029500,9,25.2280574,0.061552048,29.93527629,90.07278887
2010,37,9,Malaysia,NEGERI SEMBILAN,0,1029500,9,25.27241828,0.088034676,29.97305421,90.03944847
2010,38,9,Malaysia,NEGERI SEMBILAN,0,1029500,10,24.80727398,0.629430549,30.13326705,93.10202818
2010,39,9,Malaysia,NEGERI SEMBILAN,0,1029500,11,24.95317136,0.479549573,30.25872317,92.96244887
2010,40,10,Malaysia,NEGERI SEMBILAN,0,1029500,10,25.67132971,0.176229854,30.49748782,90.55160765
2010,41,10,Malaysia,NEGERI SEMBILAN,0,1029500,10,25.95380084,0.032260656,30.05036709,87.13211371
2010,42,10,Malaysia,NEGERI SEMBILAN,0,1029500,9,25.73718402,5.35E-05,29.4532799,85.47156197
2010,43,10,Malaysia,NEGERI SEMBILAN,0,1029500,9,24.90292187,0.059706289,29.47193166,89.56735544
2010,44,11,Malaysia,NEGERI SEMBILAN,0,1029500,9,25.16169834,0.183479139,29.80278725,89.85270788
2010,45,11,Malaysia,NEGERI SEMBILAN,0,1029500,10,24.76753986,0.287216141,29.65919932,91.08428199
2010,46,11,Malaysia,NEGERI SEMBILAN,0,1029500,9,24.28753383,0.021694355,29.69199997,93.60615622
2010,47,11,Malaysia,NEGERI SEMBILAN,0,1029500,12,24.67169569,0.450498932,29.74834399,91.94437177
2010,48,11,Malaysia,NEGERI SEMBILAN,0,1029500,8,24.57641233,0.296070434,30.15457131,94.37742824
2010,49,12,Malaysia,NEGERI SEMBILAN,0,1029500,9,24.53938417,0.120375583,29.7976412,92.86762493
2010,50,12,Malaysia,NEGERI SEMBILAN,0,1029500,6,24.66636789,0.101650492,29.43490359,90.50985032
2010,51,12,Malaysia,NEGERI SEMBILAN,0,1029500,7,23.79412419,0.135703407,29.14373304,93.49134935
2010,52,12,Malaysia,NEGERI SEMBILAN,0,1029500,4,23.75360493,0.589385605,28.79759852,92.04125362
2010,1,1,Malaysia,PAHANG,0,1501900,17,25.094765,0.404220896,30.20438174,91.99049135
2010,2,1,Malaysia,PAHANG,0,1501900,21,25.19824851,0.051051847,28.49720863,83.74456446
2010,3,1,Malaysia,PAHANG,0,1501900,20,25.27444076,0.054205142,28.97488863,85.60299132
2010,4,1,Malaysia,PAHANG,0,1501900,31,25.41175569,0.141992877,29.73643292,88.27068253
2010,5,2,Malaysia,PAHANG,0,1501900,33,25.6307297,0.032951934,29.44098578,85.90014238
2010,6,2,Malaysia,PAHANG,0,1501900,29,26.05219135,0.034024054,29.99718935,86.43294181
