,Year,Month,Country,Province,Policy,Population,Cases,AHo,ATo,RHo,TPo
0,2010,1,Thailand,Amnat Charoen,0,372137,1,24.23168886,22.51441317,78.24092056,0.008770408
1,2010,2,Thailand,Amnat Charoen,0,372137,1,26.77446302,25.36574382,76.19718727,0.047097714
2,2010,3,Thailand,Amnat Charoen,0,372137,1,24.91001707,26.21655472,66.20287207,8.67E-16
3,2010,4,Thailand,Amnat Charoen,0,372137,4,28.73523835,28.77065825,70.48009511,0.001472795
4,2010,5,Thailand,Amnat Charoen,0,372137,18,30.8219565,28.38030698,79.98848417,0.081384557
5,2010,6,Thailand,Amnat Charoen,0,372137,39,31.45805085,27.81303867,85.04808962,0.325994217
6,2010,7,Thailand,Amnat Charoen,0,372137,70,31.12546248,27.38894685,85.64102117,0.307763634
7,2010,8,Thailand,Amnat Charoen,0,372137,44,31.23141112,26.13730672,91.79632012,0.410323861
8,2010,9,Thailand,Amnat Charoen,0,372137,13,31.22721462,26.24745879,91.2296881,0.204001592
9,2010,10,Thailand,Amnat Charoen,0,372137,3,28.51280382,24.70541059,86.59710942,0.145703393
10,2010,11,Thailand,Amnat Charoen,0,372137,1,24.82709402,23.05229222,78.18875327,0.035993864
11,2010,12,Thailand,Amnat Charoen,0,372137,3,23.45276813,21.97922603,77.49934674,8.67E-16
12,2010,1,Thailand,Ang Thong,0,284970,7,27.37536351,25.80195646,76.94191735,0.035960916
13,2010,2,Thailand,Ang Thong,0,284970,14,28.9294629,28.41799725,72.27489333,0.004237928
14,2010,3,Thailand,Ang Thong,0,284970,12,27.11324825,29.31650629,62.93723519,4.51E-05
15,2010,4,Thailand,Ang Thong,0,284970,13,28.68150004,30.9280107,62.85372092,0.028720183
16,2010,5,Thailand,Ang Thong,0,284970,11,30.69495569,30.6429827,70.78706263,0.042445918
17,2010,6,Thailand,Ang Thong,0,284970,11,31.368886,29.38952634,78.22757927,0.032342856
18,2010,7,Thailand,Ang Thong,0,284970,37,31.42760084,28.50164518,82.05751793,0.124521066
19,2010,8,Thailand,Ang Thong,0,284970,49,31.16846681,27.61157074,84.78319127,0.162645655
20,2010,9,Thailand,Ang Thong,0,284970,36,31.81246977,27.58024655,87.69797763,0.253154917
21,2010,10,Thailand,Ang Thong,0,284970,10,30.68633228,26.81810645,86.40816093,0.388281593
22,2010,11,Thailand,Ang Thong,0,284970,5,26.95904235,26.18666351,73.51219629,0.000317178
23,2010,12,Thailand,Ang Thong,0,284970,4,26.1886212,25.50306944,73.48797515,0.000965979
24,2010,1,Thailand,Bangkok,0,5701394,198,28.86401129,25.70743293,83.37758402,0.065111293
25,2010,2,Thailand,Bangkok,0,5701394,172,31.22799495,27.68244853,84.49183157,0.000448041
26,2010,3,Thailand,Bangkok,0,5701394,171,30.53101168,28.44638058,78.49405104,0.000271563
27,2010,4,Thailand,Bangkok,0,5701394,132,31.9378089,29.76450219,78.66202805,0.000775819
28,2010,5,Thailand,Bangkok,0,5701394,97,32.64456821,29.79699097,81.50937061,0.022427933
29,2010,6,Thailand,Bangkok,0,5701394,162,32.42188542,29.2152237,83.04730228,0.041784184
30,2010,7,Thailand,Bangkok,0,5701394,295,31.81144655,28.47414782,83.65593551,0.209620239
31,2010,8,Thailand,Bangkok,0,5701394,411,31.59233111,27.66173147,86.30582752,0.194444643
32,2010,9,Thailand,Bangkok,0,5701394,406,31.79461705,27.62851941,87.37831322,0.235007147
33,2010,10,Thailand,Bangkok,0,5701394,458,30.79321619,26.86064648,86.52550195,0.31480043
34,2010,11,Thailand,Bangkok,0,5701394,386,28.04977972,26.47843563,76.57014349,0.000429176
35,2010,12,Thailand,Bangkok,0,5701394,234,27.60030552,25.60281527,78.59185849,0.027108406
36,2010,1,Thailand,Buri Ram,0,673933,16,25.2650504,21.45449103,76.2758178,0.136530909
37,2010,2,Thailand,Buri Ram,0,673933,53,27.22995905,23.63559959,70.43075714,0.002705553
38,2010,3,Thailand,Buri Ram,0,673933,38,24.51596322,25.19783118,58.04983492,3.92E-06
39,2010,4,Thailand,Buri Ram,0,673933,24,29.58237541,27.81505111,72.04978489,0.086468268
40,2010,5,Thailand,Buri Ram,0,673933,63,30.56557238,28.1874584,76.03477107,0.004601108
41,2010,6,Thailand,Buri Ram,0,673933,172,31.20840934,28.03119652,82.72080646,0.205950367
42,2010,7,Thailand,Buri Ram,0,673933,251,30.77074201,27.09572201,83.67763991,0.170346894
43,2010,8,Thailand,Buri Ram,0,673933,279,30.93678703,26.35067815,88.10591187,0.094654161
44,2010,9,Thailand,Buri Ram,0,673933,166,31.19139731,26.72915262,89.41800739,0.117962125
45,2010,10,Thailand,Buri Ram,0,673933,61,29.37478245,25.13647156,87.74464464,0.320590909
46,2010,11,Thailand,Buri Ram,0,673933,26,25.60602933,22.69784087,73.94817239,0.000182397
47,2010,12,Thailand,Buri Ram,0,673933,12,24.00905505,21.33943284,73.58034378,0.001827891
48,2010,1,Thailand,Chachoengsao,0,334934,12,27.65954607,23.97320687,80.79929276,0.145479566
49,2010,2,Thailand,Chachoengsao,0,334934,11,30.31518251,27.31215633,83.86058474,0.000207983
50,2010,3,Thailand,Chachoengsao,0,334934,20,29.19534328,28.27954588,77.42389228,6.98E-05
51,2010,4,Thailand,Chachoengsao,0,334934,9,31.40687761,29.30402171,82.69248757,0.008093196
52,2010,5,Thailand,Chachoengsao,0,334934,20,32.21523793,29.08426832,86.91761035,0.035261424
53,2010,6,Thailand,Chachoengsao,0,334934,22,32.04024856,28.11731368,87.93457387,0.048696056
54,2010,7,Thailand,Chachoengsao,0,334934,33,31.5822379,27.44190599,87.91518409,0.222247402
55,2010,8,Thailand,Chachoengsao,0,334934,43,31.27579842,26.62366352,89.7364726,0.196593096
56,2010,9,Thailand,Chachoengsao,0,334934,26,31.39825995,26.58282487,90.14612176,0.213449346
57,2010,10,Thailand,Chachoengsao,0,334934,27,30.27248635,25.26926254,86.77553791,0.169255317
58,2010,11,Thailand,Chachoengsao,0,334934,9,27.26712324,24.77479505,74.00048743,1.99E-05
59,2010,12,Thailand,Chachoengsao,0,334934,0,26.08141354,23.42384465,72.82518456,0.002878041
60,2010,1,Thailand,Chai Nat,0,1127423,6,27.67069626,25.16594921,79.0422036,0.026790427
61,2010,2,Thailand,Chai Nat,0,1127423,3,28.43373802,26.92657771,70.13878964,0.009754368
62,2010,3,Thailand,Chai Nat,0,1127423,3,26.64039441,27.42866019,59.91089613,0.004727901
63,2010,4,Thailand,Chai Nat,0,1127423,8,28.21232818,28.29308597,59.62645849,0.031706977
64,2010,5,Thailand,Chai Nat,0,1127423,4,30.01217509,28.13677774,66.02107427,0.008454206
65,2010,6,Thailand,Chai Nat,0,1127423,8,30.82162177,27.73947076,74.00043595,0.037791042
66,2010,7,Thailand,Chai Nat,0,1127423,17,31.34475135,27.28800885,81.00088068,0.058625369
67,2010,8,Thailand,Chai Nat,0,1127423,25,31.0151121,26.61372898,83.13618993,0.118712033
68,2010,9,Thailand,Chai Nat,0,1127423,36,31.81148394,26.64179118,87.57363279,0.305798208
69,2010,10,Thailand,Chai Nat,0,1127423,9,30.90996202,26.34252499,87.84211945,0.380634118
70,2010,11,Thailand,Chai Nat,0,1127423,11,28.09956364,26.35575328,79.85550948,0.002828115
71,2010,12,Thailand,Chai Nat,0,1127423,4,26.89305154,25.57705066,77.5418758,0.00247507
72,2010,1,Thailand,Chaiyaphum,0,514616,7,25.48550644,25.56331661,82.96680248,0.032943333
73,2010,2,Thailand,Chaiyaphum,0,514616,22,26.94936582,28.53913122,77.90856776,0.011847952
74,2010,3,Thailand,Chaiyaphum,0,514616,30,25.4636896,29.78888908,68.70392654,0.000214395
75,2010,4,Thailand,Chaiyaphum,0,514616,14,28.84081267,31.52999436,74.53848402,0.023825213
76,2010,5,Thailand,Chaiyaphum,0,514616,56,30.81658863,31.28839746,84.49408432,0.034732
77,2010,6,Thailand,Chaiyaphum,0,514616,57,30.65632548,29.95229947,84.5861475,0.323115206
78,2010,7,Thailand,Chaiyaphum,0,514616,91,30.80376464,28.66279643,89.50902085,0.211154634
79,2010,8,Thailand,Chaiyaphum,0,514616,93,30.52263246,27.8369175,92.42049768,0.196165356
80,2010,9,Thailand,Chaiyaphum,0,514616,47,30.68355861,27.60472287,92.50115694,0.217060095
81,2010,10,Thailand,Chaiyaphum,0,514616,10,28.99035853,26.70479771,88.9825054,0.174388943
82,2010,11,Thailand,Chaiyaphum,0,514616,9,25.04921645,25.72574064,80.30861656,0.000196223
83,2010,12,Thailand,Chaiyaphum,0,514616,4,24.41127921,25.16764106,82.87021241,0.001335375
84,2010,1,Thailand,Chanthaburi,0,1640479,10,27.51817595,22.65375919,84.83638533,0.164270979
85,2010,2,Thailand,Chanthaburi,0,1640479,21,30.39491849,25.08763389,90.61837079,0.006029946
86,2010,3,Thailand,Chanthaburi,0,1640479,45,29.56996774,26.03351512,85.36455009,0.003164925
87,2010,4,Thailand,Chanthaburi,0,1640479,83,31.24242868,27.90356429,89.50059413,0.094757543
88,2010,5,Thailand,Chanthaburi,0,1640479,167,31.84970979,27.31352104,91.48817078,0.283800396
89,2010,6,Thailand,Chanthaburi,0,1640479,267,31.68746132,27.15495487,92.50563415,0.08427337
90,2010,7,Thailand,Chanthaburi,0,1640479,257,31.14799145,26.20267316,91.91305126,0.166812027
91,2010,8,Thailand,Chanthaburi,0,1640479,128,30.70325901,25.32581561,92.88186872,0.132088931
92,2010,9,Thailand,Chanthaburi,0,1640479,83,30.86029875,25.46485733,92.67172357,0.110267344
93,2010,10,Thailand,Chanthaburi,0,1640479,42,29.68638268,24.62688569,89.56297604,0.383966849
94,2010,11,Thailand,Chanthaburi,0,1640479,28,27.74810252,22.79902853,82.39143958,0.00354335
95,2010,12,Thailand,Chanthaburi,0,1640479,19,26.45089568,21.70172366,80.36915447,0.005091203
96,2010,1,Thailand,Chiang Mai,0,1198218,23,22.88704134,24.15297477,87.47347248,0.026051851
97,2010,2,Thailand,Chiang Mai,0,1198218,16,20.05593008,25.55915991,79.95093613,0
98,2010,3,Thailand,Chiang Mai,0,1198218,25,22.97704715,25.99234328,69.5333142,0.002314138
99,2010,4,Thailand,Chiang Mai,0,1198218,22,22.78711159,26.61631613,54.56393605,0.001272281
100,2010,5,Thailand,Chiang Mai,0,1198218,84,28.39479401,26.79826706,72.70525154,0.073924836
101,2010,6,Thailand,Chiang Mai,0,1198218,319,29.48333611,26.43327229,82.23648861,0.136253665
102,2010,7,Thailand,Chiang Mai,0,1198218,1099,29.96743588,26.02400467,88.12646805,0.337490298
103,2010,8,Thailand,Chiang Mai,0,1198218,1290,29.85107886,25.40290834,91.35113849,0.365464664
104,2010,9,Thailand,Chiang Mai,0,1198218,806,29.36154265,25.59334927,90.96536293,0.42354092
105,2010,10,Thailand,Chiang Mai,0,1198218,157,28.14382292,25.18206195,90.63590281,0.302072123
106,2010,11,Thailand,Chiang Mai,0,1198218,36,24.19356946,24.86994827,88.53594524,0.001584987
107,2010,12,Thailand,Chiang Mai,0,1198218,16,23.43994168,24.11933208,89.09663925,0.024105602
108,2010,1,Thailand,Chiang Rai,0,1316293,7,21.9609846,19.36670649,83.70535385,0.097713009
109,2010,2,Thailand,Chiang Rai,0,1316293,3,18.94774182,18.51480467,71.8706511,3.32E-05
110,2010,3,Thailand,Chiang Rai,0,1316293,5,21.64033945,23.50251513,66.13437575,1.80E-05
111,2010,4,Thailand,Chiang Rai,0,1316293,4,25.06890471,27.75695363,64.55592338,0.198049842
112,2010,5,Thailand,Chiang Rai,0,1316293,25,29.16116581,27.89144202,76.12400623,0.153490776
113,2010,6,Thailand,Chiang Rai,0,1316293,99,30.18364938,26.52763685,81.97084912,0.692028398
114,2010,7,Thailand,Chiang Rai,0,1316293,324,30.72135276,25.6782023,88.30506764,0.7656194
115,2010,8,Thailand,Chiang Rai,0,1316293,443,30.60087167,24.89249073,91.11297583,0.599928736
116,2010,9,Thailand,Chiang Rai,0,1316293,251,30.28352288,24.51297642,90.18566661,0.49627685
117,2010,10,Thailand,Chiang Rai,0,1316293,91,28.60039184,23.45077304,88.20299568,0.250963983
118,2010,11,Thailand,Chiang Rai,0,1316293,23,24.15546098,20.28534967,88.27602926,0.00161686
119,2010,12,Thailand,Chiang Rai,0,1316293,19,23.43847675,19.51638574,87.73821453,0.032588988
120,2010,1,Thailand,Chon Buri,0,489964,45,28.08829219,19.31517658,82.40349177,0.039413959
121,2010,2,Thailand,Chon Buri,0,489964,49,30.67673553,19.39603308,87.4101441,0.000403063
122,2010,3,Thailand,Chon Buri,0,489964,66,30.02937842,23.32922857,82.61053186,0.002766354
123,2010,4,Thailand,Chon Buri,0,489964,57,31.71350845,26.9157843,85.38602437,4.34E-16
124,2010,5,Thailand,Chon Buri,0,489964,98,32.45125718,27.70796425,88.13887084,0.017479526
125,2010,6,Thailand,Chon Buri,0,489964,129,32.03566951,27.30318715,87.44365077,0.035797659
126,2010,7,Thailand,Chon Buri,0,489964,145,31.57484039,26.38448098,88.06506691,0.122778218
127,2010,8,Thailand,Chon Buri,0,489964,173,31.24094845,25.66617158,89.54007238,0.229717562
128,2010,9,Thailand,Chon Buri,0,489964,91,31.38496288,25.55719603,90.47128888,0.157223598
129,2010,10,Thailand,Chon Buri,0,489964,11,30.18610513,24.39817207,87.31863116,0.224601604
130,2010,11,Thailand,Chon Buri,0,489964,0,27.58236916,20.2964446,75.9153491,4.21E-05
131,2010,12,Thailand,Chon Buri,0,489964,0,27.12371479,19.80029915,77.74442674,0.008454744
132,2010,1,Thailand,Chumphon,0,982578,8,29.1466834,25.24334072,88.53012298,0.093261408
133,2010,2,Thailand,Chumphon,0,982578,8,29.3384485,26.50078048,86.64564085,0.009878476
134,2010,3,Thailand,Chumphon,0,982578,12,30.05848899,27.02608677,86.79898625,0.035811926
135,2010,4,Thailand,Chumphon,0,982578,15,30.93897831,27.9731072,85.75779489,0.00667866
136,2010,5,Thailand,Chumphon,0,982578,34,31.56829163,28.10061766,86.70903876,0.043840138
137,2010,6,Thailand,Chumphon,0,982578,63,31.1159019,27.83878147,88.86476198,0.026139183
138,2010,7,Thailand,Chumphon,0,982578,55,30.61288521,27.24909899,89.55856084,0.105330149
139,2010,8,Thailand,Chumphon,0,982578,39,30.53124816,26.61748359,90.97291685,0.113772983
140,2010,9,Thailand,Chumphon,0,982578,60,30.66519367,26.55926863,91.05061052,0.072583172
141,2010,10,Thailand,Chumphon,0,982578,41,30.1011285,26.12421303,90.03323607,0.326103963
142,2010,11,Thailand,Chumphon,0,982578,31,29.52308921,26.19719492,88.5330238,0.198343598
143,2010,12,Thailand,Chumphon,0,982578,12,29.04866743,25.37944455,87.17876798,0.073209169
144,2010,1,Thailand,Kalasin,0,727093,14,25.10157679,24.81124134,80.16900214,0.021559628
145,2010,2,Thailand,Kalasin,0,727093,29,26.81966744,25.39134741,75.15813633,0.06541417
146,2010,3,Thailand,Kalasin,0,727093,54,24.91881,26.05577073,63.93975095,0
147,2010,4,Thailand,Kalasin,0,727093,3,28.57717668,27.12965647,66.92376703,0.068444699
148,2010,5,Thailand,Kalasin,0,727093,0,30.95715423,27.54554073,78.15896555,0.128834272
149,2010,6,Thailand,Kalasin,0,727093,0,31.69311631,26.62962745,83.77173363,0.454458779
150,2010,7,Thailand,Kalasin,0,727093,0,31.72244852,25.98977205,87.42808528,0.27343622
151,2010,8,Thailand,Kalasin,0,727093,0,31.69815433,25.62035399,90.8104688,0.499477276
152,2010,9,Thailand,Kalasin,0,727093,0,31.52942019,25.73165814,89.55713316,0.420258068
153,2010,10,Thailand,Kalasin,0,727093,0,28.90852215,25.43079958,85.4139327,0.296817612
154,2010,11,Thailand,Kalasin,0,727093,0,24.83496675,25.17337945,74.34947585,0.001021304
155,2010,12,Thailand,Kalasin,0,727093,0,23.68375773,24.99964928,77.06944367,0.000456488
156,2010,1,Thailand,Kamphaeng Phet,0,839776,9,27.76184605,22.91884997,85.07544094,0.068427642
157,2010,2,Thailand,Kamphaeng Phet,0,839776,19,27.8039704,25.72395262,77.52253187,2.61E-05
158,2010,3,Thailand,Kamphaeng Phet,0,839776,18,27.02493147,26.84678851,67.69402204,0.000215358
159,2010,4,Thailand,Kamphaeng Phet,0,839776,8,28.53052626,29.64465214,63.51905959,0.019369787
160,2010,5,Thailand,Kamphaeng Phet,0,839776,12,30.45002196,28.97092108,68.56889749,0.043564173
161,2010,6,Thailand,Kamphaeng Phet,0,839776,14,31.49448355,28.36571247,78.39323488,0.206665934
162,2010,7,Thailand,Kamphaeng Phet,0,839776,31,32.09695983,27.55594549,86.00542622,0.116756231
163,2010,8,Thailand,Kamphaeng Phet,0,839776,66,32.02756767,26.79123491,88.90746281,0.318383978
164,2010,9,Thailand,Kamphaeng Phet,0,839776,38,31.76948638,26.89179824,89.29086983,0.348381807
165,2010,10,Thailand,Kamphaeng Phet,0,839776,19,30.73115947,25.30404748,88.43709028,0.477580393
166,2010,11,Thailand,Kamphaeng Phet,0,839776,16,27.86394849,23.947813,86.42761859,3.96E-05
167,2010,12,Thailand,Kamphaeng Phet,0,839776,8,27.26757997,22.31871651,88.15093996,0.032781546
168,2010,1,Thailand,Kanchanaburi,0,1767601,7,26.87952167,24.25346546,86.91603163,0.016724526
169,2010,2,Thailand,Kanchanaburi,0,1767601,16,27.54657801,26.01532829,79.45090594,0.000510023
170,2010,3,Thailand,Kanchanaburi,0,1767601,9,27.71498663,27.76604726,80.40101653,0
171,2010,4,Thailand,Kanchanaburi,0,1767601,4,30.14291988,30.55884219,85.76280143,0.002952948
172,2010,5,Thailand,Kanchanaburi,0,1767601,9,30.58231485,30.97426104,88.44303762,0.122014082
173,2010,6,Thailand,Kanchanaburi,0,1767601,21,30.04472238,29.53003227,91.06047021,0.033805612
174,2010,7,Thailand,Kanchanaburi,0,1767601,50,29.73826178,28.21800812,91.25449593,0.099480477
175,2010,8,Thailand,Kanchanaburi,0,1767601,55,29.44621154,27.51325018,92.65746698,0.244106243
176,2010,9,Thailand,Kanchanaburi,0,1767601,45,29.47029757,27.17776364,91.69215062,0.203503332
177,2010,10,Thailand,Kanchanaburi,0,1767601,34,28.75597336,26.35611401,90.15530165,0.164059634
178,2010,11,Thailand,Kanchanaburi,0,1767601,17,27.07901111,24.03388321,90.92585592,0.001113407
179,2010,12,Thailand,Kanchanaburi,0,1767601,3,26.6622851,23.16943211,90.55524756,0.02988084
180,2010,1,Thailand,Khon Kaen,0,432704,13,25.67017233,23.05732219,78.90815084,0.03624021
181,2010,2,Thailand,Khon Kaen,0,432704,28,26.90021491,25.28347153,73.52095945,0.004377138
182,2010,3,Thailand,Khon Kaen,0,432704,46,25.24849231,25.25549294,62.20635963,0
183,2010,4,Thailand,Khon Kaen,0,432704,13,28.48465528,26.36945431,65.04365054,0.005846442
184,2010,5,Thailand,Khon Kaen,0,432704,26,30.39923303,26.22845734,73.11466768,0.048799387
185,2010,6,Thailand,Khon Kaen,0,432704,44,30.9696219,25.14727643,77.88581346,0.263864619
186,2010,7,Thailand,Khon Kaen,0,432704,94,30.92753356,24.80599254,81.16122903,0.279608087
187,2010,8,Thailand,Khon Kaen,0,432704,119,31.22784814,24.25380185,87.26840023,0.26391826
188,2010,9,Thailand,Khon Kaen,0,432704,98,31.47315937,24.46626658,89.54826454,0.397932184
189,2010,10,Thailand,Khon Kaen,0,432704,34,29.52604809,24.13795466,86.21571875,0.25808852
190,2010,11,Thailand,Khon Kaen,0,432704,9,25.70438341,22.42533769,77.38029706,4.16E-05
191,2010,12,Thailand,Khon Kaen,0,432704,23,24.43872597,22.12861625,77.5587325,0.000442534
192,2010,1,Thailand,Krabi,0,761949,18,29.056441,23.7507558,85.31554105,0.056417481
193,2010,2,Thailand,Krabi,0,761949,17,28.47687502,26.18471211,78.66000675,0.037157213
194,2010,3,Thailand,Krabi,0,761949,22,29.94745844,27.63011323,80.84880434,0.020412936
195,2010,4,Thailand,Krabi,0,761949,29,31.73835672,30.17733608,89.84429057,0.030706386
196,2010,5,Thailand,Krabi,0,761949,85,32.02316586,29.68390673,90.62727571,0.144126606
197,2010,6,Thailand,Krabi,0,761949,137,31.35328583,29.08624378,90.9952023,0.241767038
198,2010,7,Thailand,Krabi,0,761949,134,30.89653471,28.2119694,90.93462158,0.138358361
199,2010,8,Thailand,Krabi,0,761949,136,30.84497953,27.08610083,90.79363326,0.070548958
200,2010,9,Thailand,Krabi,0,761949,63,30.88044881,26.83294853,90.9741985,0.113294687
201,2010,10,Thailand,Krabi,0,761949,34,30.56414093,25.71370244,91.33942742,0.253723255
202,2010,11,Thailand,Krabi,0,761949,24,30.32833183,24.03847971,93.02029545,0.156564474
203,2010,12,Thailand,Krabi,0,761949,18,30.19027138,22.89729695,92.37959185,0.188147421
204,2010,1,Thailand,Lampang,0,404560,8,25.0613024,25.42747384,79.51350908,0.007510299
205,2010,2,Thailand,Lampang,0,404560,8,21.42002862,26.40861005,61.81969091,0.000231637
206,2010,3,Thailand,Lampang,0,404560,10,23.59043383,27.379757,61.07105805,0.000609626
207,2010,4,Thailand,Lampang,0,404560,13,25.36419368,27.04031357,55.05341694,0.002683796
208,2010,5,Thailand,Lampang,0,404560,27,28.96354786,27.14895389,66.65611218,0.053466693
209,2010,6,Thailand,Lampang,0,404560,63,30.14148994,26.41646947,76.48390844,0.272796651
210,2010,7,Thailand,Lampang,0,404560,233,31.0241361,25.98359142,84.57304063,0.188807192
211,2010,8,Thailand,Lampang,0,404560,391,31.4534684,25.96278544,90.99636709,0.370367414
212,2010,9,Thailand,Lampang,0,404560,207,31.2112983,25.9589995,90.60891343,0.127584666
213,2010,10,Thailand,Lampang,0,404560,86,30.07334864,25.58601844,89.7220759,0.405112468
214,2010,11,Thailand,Lampang,0,404560,22,25.52005983,25.01363564,77.87348536,0.004405898
215,2010,12,Thailand,Lampang,0,404560,11,25.11163287,25.01282599,80.6134593,0.017300382
216,2010,1,Thailand,Lamphun,0,624066,2,24.3173774,23.07380928,82.67947064,0.051252376
217,2010,2,Thailand,Lamphun,0,624066,5,19.44807788,24.20594657,63.22771909,4.34E-16
218,2010,3,Thailand,Lamphun,0,624066,9,22.77213246,26.46683264,61.60041104,0.002254823
219,2010,4,Thailand,Lamphun,0,624066,15,23.47993805,30.31095653,51.53473869,4.34E-16
220,2010,5,Thailand,Lamphun,0,624066,34,27.52440795,30.06582621,64.5433933,0.071675938
221,2010,6,Thailand,Lamphun,0,624066,91,28.7814023,28.70916103,74.99169951,0.136502161
222,2010,7,Thailand,Lamphun,0,624066,126,29.62429879,27.51597902,82.94048016,0.138557298
223,2010,8,Thailand,Lamphun,0,624066,128,30.3289449,26.52074958,89.49154237,0.261411741
224,2010,9,Thailand,Lamphun,0,624066,50,30.02291675,26.35924794,90.02559358,0.249072008
225,2010,10,Thailand,Lamphun,0,624066,15,29.15723071,25.46782152,91.06447691,0.558622757
226,2010,11,Thailand,Lamphun,0,624066,9,25.50860389,23.78522715,84.45961759,0.012213332
227,2010,12,Thailand,Lamphun,0,624066,6,24.6792677,22.8404812,85.93957877,0.01425006
228,2010,1,Thailand,Loei,0,755854,17,25.09184455,21.69615123,84.23878374,0.247775665
229,2010,2,Thailand,Loei,0,755854,25,24.51199455,21.97195411,77.28739994,8.76E-05
230,2010,3,Thailand,Loei,0,755854,35,24.00256365,25.597212,66.62693436,0.018278273
231,2010,4,Thailand,Loei,0,755854,38,27.50380416,29.46856061,67.2596435,0.024166576
232,2010,5,Thailand,Loei,0,755854,107,30.43299239,29.33041665,78.25170807,0.026141215
233,2010,6,Thailand,Loei,0,755854,137,30.67951495,27.63339965,80.82110884,0.258124384
234,2010,7,Thailand,Loei,0,755854,107,30.63010097,26.51875944,83.26462328,0.191219467
235,2010,8,Thailand,Loei,0,755854,82,30.75246435,25.73958799,88.55653142,0.484324775
236,2010,9,Thailand,Loei,0,755854,31,30.52786856,25.34569003,88.9452539,0.504983299
237,2010,10,Thailand,Loei,0,755854,7,29.09519364,24.31360493,87.44158412,0.218361852
238,2010,11,Thailand,Loei,0,755854,1,24.92504421,22.29360558,80.91314731,0.000331217
239,2010,12,Thailand,Loei,0,755854,3,23.85906182,21.26923089,82.04293185,0.006679741
240,2010,1,Thailand,Lop Buri,0,242742,15,26.93854833,21.99512619,76.27631079,0.029923334
241,2010,2,Thailand,Lop Buri,0,242742,24,29.01747236,23.00312113,74.15940465,0.014992431
242,2010,3,Thailand,Lop Buri,0,242742,37,26.75792625,25.19454076,63.34927235,0.00194005
243,2010,4,Thailand,Lop Buri,0,242742,4,29.14963097,28.44908593,66.30431676,0.089927663
244,2010,5,Thailand,Lop Buri,0,242742,7,31.16453688,28.40158747,76.1644248,0.079809784
245,2010,6,Thailand,Lop Buri,0,242742,32,31.57823301,28.03196903,82.44111587,0.092922713
246,2010,7,Thailand,Lop Buri,0,242742,91,31.34031276,27.41175533,83.41819038,0.105527089
247,2010,8,Thailand,Lop Buri,0,242742,157,31.37691184,26.34515286,88.59739662,0.309127595
248,2010,9,Thailand,Lop Buri,0,242742,102,31.61177525,26.04376012,88.18809107,0.245333442
249,2010,10,Thailand,Lop Buri,0,242742,14,30.21010998,25.01748639,85.21611317,0.265914917
250,2010,11,Thailand,Lop Buri,0,242742,5,25.78238711,22.55395355,69.68359914,4.41E-05
251,2010,12,Thailand,Lop Buri,0,242742,10,25.4376268,21.38183903,72.47983773,0.036123734
252,2010,1,Thailand,Mae Hong Son,0,940911,0,20.50276017,25.54550849,82.580145,0.000403301
253,2010,2,Thailand,Mae Hong Son,0,940911,0,16.1189297,28.02535957,62.63094196,0
254,2010,3,Thailand,Mae Hong Son,0,940911,1,19.76924729,28.82969569,58.38528788,0
255,2010,4,Thailand,Mae Hong Son,0,940911,3,21.63019232,30.35072432,52.68006592,0.009491357
256,2010,5,Thailand,Mae Hong Son,0,940911,23,26.37147568,29.68815881,72.54869632,0.101193306
257,2010,6,Thailand,Mae Hong Son,0,940911,42,28.38600262,28.53440126,90.54516773,0.199412266
258,2010,7,Thailand,Mae Hong Son,0,940911,89,28.20201761,28.06422581,92.37595946,0.143786951
259,2010,8,Thailand,Mae Hong Son,0,940911,139,28.02005047,26.94556329,93.44004191,0.186451174
260,2010,9,Thailand,Mae Hong Son,0,940911,92,27.86944064,27.26210012,92.59517799,0.105842696
261,2010,10,Thailand,Mae Hong Son,0,940911,10,27.1797091,26.61669517,92.74104088,0.206187726
262,2010,11,Thailand,Mae Hong Son,0,940911,7,23.72985899,26.01602927,92.38390685,0.000468838
263,2010,12,Thailand,Mae Hong Son,0,940911,2,22.32032263,25.02471233,92.20921738,0.025841523
264,2010,1,Thailand,Maha Sarakham,0,339575,1,25.02058188,18.28825757,76.67504501,0.034122019
265,2010,2,Thailand,Maha Sarakham,0,339575,5,26.53473492,19.24133699,70.93092923,0.004878938
266,2010,3,Thailand,Maha Sarakham,0,339575,12,24.01205307,23.74599169,57.8975384,-8.67E-16
267,2010,4,Thailand,Maha Sarakham,0,339575,11,28.10653239,27.23841228,63.55167435,0.029089653
268,2010,5,Thailand,Maha Sarakham,0,339575,21,30.30421361,26.19340435,73.75937059,0.056233316
269,2010,6,Thailand,Maha Sarakham,0,339575,53,30.99346691,23.68751315,78.93961822,0.331681802
270,2010,7,Thailand,Maha Sarakham,0,339575,72,31.03618935,23.13897374,82.86338006,0.281769355
271,2010,8,Thailand,Maha Sarakham,0,339575,112,31.18601746,22.76866154,87.46644124,0.329136159
272,2010,9,Thailand,Maha Sarakham,0,339575,74,31.49942826,22.78846246,89.51270216,0.28902792
273,2010,10,Thailand,Maha Sarakham,0,339575,24,29.11889759,22.13951116,85.41405856,0.286575273
274,2010,11,Thailand,Maha Sarakham,0,339575,6,25.06810385,19.12872888,72.66875506,0.001473
275,2010,12,Thailand,Maha Sarakham,0,339575,4,23.5814696,17.96424552,73.63290797,0.002016042
