Year,Week,Month,Country,Policy,Population,Cases,AT,TP,AH,RH
2019,4,1,Singapore,0,5703569,221,26.30693045,7.44E-04,29.45042025,82.88548775
2019,5,1,Singapore,0,5703569,179,26.23506781,0.072434877,30.42181475,87.48322605
2019,6,2,Singapore,0,5703569,135,26.3893394,0.081783712,30.02261285,84.97509577
2019,7,2,Singapore,0,5703569,232,26.50867861,0.006993028,29.58862748,82.58059575
2019,8,2,Singapore,0,5703569,181,26.72546525,0.007960149,30.03125995,83.50286828
2019,9,2,Singapore,0,5703569,156,26.76476873,0.050637459,29.34767684,80.50508277
2019,10,3,Singapore,0,5703569,133,27.0438888,0.014977975,30.21236116,82.88604736
2019,11,3,Singapore,0,5703569,109,26.65784051,0.007910553,29.80330718,82.82612771
2019,12,3,Singapore,0,5703569,96,27.07062388,0.049025591,29.98183471,81.87620342
2019,13,3,Singapore,0,5703569,99,27.45927545,0.040495089,30.99266296,84.41723502
2019,14,3,Singapore,0,5703569,108,27.08028629,0.071219776,30.11109773,82.3296897
2019,15,4,Singapore,0,5703569,125,27.65572018,0.054753923,31.08263519,83.94577129
2019,16,4,Singapore,0,5703569,134,27.89389005,0.129966173,31.30641141,83.96460836
2019,17,4,Singapore,0,5703569,156,27.32998324,0.357561962,31.11035517,85.65333122
2019,18,4,Singapore,0,5703569,192,27.79014631,0.0697071,31.79120606,86.50298932
2019,19,5,Singapore,0,5703569,287,28.23128727,0.141546826,31.60801366,83.72230455
2019,20,5,Singapore,0,5703569,307,27.45558242,0.290905012,31.29388203,85.81520058
2019,21,5,Singapore,0,5703569,376,27.36156163,0.251203459,31.41028248,86.78087816
2019,22,5,Singapore,0,5703569,400,26.98332318,0.485147529,31.51987635,89.00502004
2019,23,6,Singapore,0,5703569,396,27.0725612,0.708552461,31.04390316,86.45082321
2019,24,6,Singapore,0,5703569,464,27.64725649,0.263032092,31.39292365,85.37022753
2019,25,6,Singapore,0,5703569,430,27.28634499,0.074666694,31.19198635,86.09670091
2019,26,6,Singapore,0,5703569,492,28.04674497,0.015746712,31.21801432,82.80599867
2019,27,6,Singapore,0,5703569,591,27.49493433,0.195457617,31.11417514,84.88000556
2019,28,7,Singapore,0,5703569,661,27.51629334,0.157541518,30.47849731,81.99399908
2019,29,7,Singapore,0,5703569,644,27.61543593,0.005554746,29.77382276,78.68485958
2019,30,7,Singapore,0,5703569,601,27.38529386,0.084486691,30.00873904,80.59864946
2019,31,7,Singapore,0,5703569,597,27.80644405,0.001041515,29.71139802,77.5331906
2019,32,8,Singapore,0,5703569,521,27.85522831,0.004166059,30.65322937,81.2070942
2019,33,8,Singapore,0,5703569,522,27.66528572,0.021425448,30.58720949,81.77975467
2019,34,8,Singapore,0,5703569,474,27.66787689,0.002033434,30.44058028,81.14255942
2019,35,8,Singapore,0,5703569,412,27.13884193,0.230869122,29.91777279,81.37005078
2019,36,9,Singapore,0,5703569,326,27.73477514,0.020284741,30.25456592,80.08211334
2019,37,9,Singapore,0,5703569,314,27.39035512,0.002157424,30.67812566,83.34477436
2019,38,9,Singapore,0,5703569,299,27.24983853,0.005058786,30.51179549,83.24052232
2019,39,9,Singapore,0,5703569,258,26.41443987,0.457522588,30.53618105,87.20686
2019,40,9,Singapore,0,5703569,243,26.75022668,0.032311758,29.83276644,82.52056175
2019,41,10,Singapore,0,5703569,227,26.60642875,0.086495327,30.40155573,85.67601395
2019,42,10,Singapore,0,5703569,239,26.88725609,0.074691492,30.93000298,86.7498347
2019,43,10,Singapore,0,5703569,241,26.26594392,0.342955956,30.23201742,86.4846267
2019,44,10,Singapore,0,5703569,306,27.12714533,0.020383933,30.31105285,82.98248881
2019,45,11,Singapore,0,5703569,321,27.44744566,0.036552211,30.75019079,83.4203301
2019,46,11,Singapore,0,5703569,372,26.59456264,0.270297898,30.5626086,86.45954269
2019,47,11,Singapore,0,5703569,328,26.12531836,0.077692047,30.46233873,88.18673523
2019,48,11,Singapore,0,5703569,295,26.1748049,0.271066635,30.73177818,89.18670644
2019,49,12,Singapore,0,5703569,280,26.3946065,0.263304869,29.76153362,83.87006529
2019,50,12,Singapore,0,5703569,257,25.30527299,0.88808978,29.6223393,88.2769525
2019,51,12,Singapore,0,5703569,226,25.62091163,0.241234674,30.36655374,90.16443076
2019,52,12,Singapore,0,5703569,290,26.19668456,0.002826969,30.04506844,85.96037798
2020,1,1,Singapore,0,5703569,302,26.13180839,0.013366107,30.26703615,87.2679571
2020,2,1,Singapore,0,5703569,342,26.01868074,0.010737522,30.41984782,88.48984321
2020,3,1,Singapore,0,5703569,402,26.25620886,0.047140945,30.30631762,86.86283827
2020,4,1,Singapore,0,5703569,307,26.46206173,0.02469878,30.24911658,85.66746573
2020,5,1,Singapore,0,5703569,370,26.36571615,0.244656794,30.21508231,85.99803613
2020,6,2,Singapore,0,5703569,400,26.17600362,0.061474173,29.31887822,82.87749429
2020,7,2,Singapore,0,5703569,378,26.6285869,0.096811284,30.73264071,87.06446989
2020,8,2,Singapore,0,5703569,380,26.38117842,0.069062353,30.41980994,86.78898254
2020,9,2,Singapore,0,5703569,373,26.44998977,0.001016717,29.99677054,84.58221122
2020,10,3,Singapore,0,5703569,375,26.89934015,0.035411504,30.98894334,86.95699605
2020,11,3,Singapore,0,5703569,389,27.2898685,0.115856126,31.16481638,85.96065082
2020,12,3,Singapore,0,5703569,367,26.81114344,0.052522105,30.12286049,83.55343238
2020,13,3,Singapore,0,5703569,377,27.25849595,0.006472271,30.91104367,84.98252302
2020,14,3,Singapore,0,5703569,315,27.19114364,0.101324515,30.71256205,84.43179617
2020,15,4,Singapore,1,5703569,341,27.27389466,0.120927312,30.91369076,84.94126289
2020,16,4,Singapore,1,5703569,360,27.39026885,0.093103987,31.01656351,84.8977414
2020,17,4,Singapore,1,5703569,399,27.2453403,0.162023751,31.02635008,85.58036889
2020,18,4,Singapore,1,5703569,390,27.50831852,0.143068801,31.15421579,84.95607712
2020,19,5,Singapore,1,5703569,502,27.74226411,0.147414646,31.26235348,84.38527273
2020,20,5,Singapore,1,5703569,527,27.77932302,0.148663844,31.23692847,84.11812517
